PID,Player,Span,Mat,Inns,No,Runs,Hs,Ave,100,50,Ducks,Country,Format
3943,Asad Ali,2013-2013,4,2,0,13,11,6.50,0,0,0,Pakistan,ODI
3944,Asad Shafiq,2010-2017,60,58,4,1336,84,24.74,0,9,5,Pakistan,ODI
3945,Ashfaq Ahmed,1994-1994,3,0,0,0,0,0,0,0,0,Pakistan,ODI
3946,Ashraf Ali,1980-1985,16,9,5,69,19*,17.25,0,0,1,Pakistan,ODI
3947,Asif Iqbal,1973-1979,10,8,2,330,62,55.00,0,5,0,Pakistan,ODI
3948,Asif Mahmood,1998-1998,2,2,0,14,14,7.00,0,0,1,Pakistan,ODI
3949,Asif Masood,1973-1976,7,3,1,10,6,5.00,0,0,1,Pakistan,ODI
3950,Asif Mujtaba,1986-1996,66,55,14,1068,113*,26.04,1,6,8,Pakistan,ODI
3951,Ata-ur-Rehman,1992-1996,30,13,6,34,11*,4.85,0,0,2,Pakistan,ODI
3952,Atiq-uz-Zaman,2000-2000,3,3,1,34,18,17.00,0,0,0,Pakistan,ODI
3953,Azam Khan,1996-1998,6,5,0,116,72,23.20,0,1,0,Pakistan,ODI
3954,Azeem Hafeez,1983-1985,15,10,7,45,15,15.00,0,0,1,Pakistan,ODI
3955,Azhar Ali,2011-2018,53,53,3,1845,102,36.90,3,12,3,Pakistan,ODI
3956,Azhar Mahmood,1996-2007,143,110,26,1521,67,18.10,0,3,9,Pakistan,ODI
3957,Azmat Rana,1978-1978,2,2,1,42,22*,42.00,0,0,0,Pakistan,ODI
3958,Babar Azam,2015-2018,41,40,5,1789,125*,51.11,7,7,1,Pakistan,ODI
3959,Basit Ali,1993-1996,50,43,6,1265,127*,34.18,1,9,3,Pakistan,ODI
3960,Bazid Khan,2004-2008,5,5,0,131,66,26.20,0,2,1,Pakistan,ODI
3961,Bilal Asif,2015-2015,3,3,0,40,38,13.33,0,0,1,Pakistan,ODI
3962,Bilawal Bhatti,2013-2015,10,7,1,89,39,14.83,0,0,1,Pakistan,ODI
3963,Danish Kaneria,2001-2007,18,10,8,12,6*,6.00,0,0,2,Pakistan,ODI
3964,Ehsan Adil,2013-2015,6,4,1,27,15,9.00,0,0,0,Pakistan,ODI
3965,Faheem Ashraf,2017-2018,8,7,2,78,23,15.60,0,0,0,Pakistan,ODI
3966,Faisal Athar,2003-2003,1,1,0,9,9,9.00,0,0,0,Pakistan,ODI
3967,Faisal Iqbal,2000-2006,18,16,2,314,100*,22.42,1,0,3,Pakistan,ODI
3968,Fakhar Zaman,2017-2018,13,13,1,550,114,45.83,1,4,0,Pakistan,ODI
3969,Fawad Alam,2007-2015,38,36,12,966,114*,40.25,1,6,3,Pakistan,ODI
3970,Fazl-e-Akbar,1998-2001,2,1,0,7,7,7.00,0,0,0,Pakistan,ODI
3971,Ghulam Ali,1993-1995,3,3,0,53,38,17.66,0,0,0,Pakistan,ODI
3972,Haafiz Shahid,1988-1988,3,3,2,11,7*,11.00,0,0,0,Pakistan,ODI
3973,Hammad Azam,2011-2015,11,7,2,80,36,16.00,0,0,0,Pakistan,ODI
3974,Haris Sohail,2013-2018,24,23,3,887,89*,44.35,0,9,1,Pakistan,ODI
3975,Haroon Rasheed,1977-1982,12,10,2,166,63*,20.75,0,1,0,Pakistan,ODI
3976,Hasan Ali,2016-2018,30,13,4,108,51,12.00,0,1,2,Pakistan,ODI
3977,Hasan Jamil,1977-1978,6,5,0,111,28,22.20,0,0,0,Pakistan,ODI
3978,Hasan Raza,1996-1999,16,13,0,242,77,18.61,0,1,1,Pakistan,ODI
3979,Humayun Farhat,2001-2001,5,3,0,60,39,20.00,0,0,0,Pakistan,ODI
3980,Iftikhar Ahmed,2015-2015,2,2,0,8,5,4.00,0,0,0,Pakistan,ODI
3981,Iftikhar Anjum,2004-2010,62,34,19,234,32,15.60,0,0,4,Pakistan,ODI
3982,Ijaz Ahmed,1986-2000,250,232,29,6564,139*,32.33,10,37,14,Pakistan,ODI
3983,Ijaz Ahmed,1997-1997,2,1,1,3,3*,0,0,0,0,Pakistan,ODI
3984,Ijaz Faqih,1980-1988,27,19,3,197,42*,12.31,0,0,4,Pakistan,ODI
3985,Imad Wasim,2015-2017,30,21,9,430,63*,35.83,0,3,1,Pakistan,ODI
3986,Imam-ul-Haq,2017-2018,4,4,1,149,100,49.66,1,0,0,Pakistan,ODI
3987,Imran Abbas,2000-2000,2,2,0,29,28,14.50,0,0,0,Pakistan,ODI
3988,Imran Farhat,2001-2013,58,58,2,1719,107,30.69,1,13,3,Pakistan,ODI
3989,Imran Khan,1974-1992,175,151,40,3709,102*,33.41,1,19,6,Pakistan,ODI
3990,Imran Nazir,1999-2009,79,79,2,1895,160,24.61,2,9,10,Pakistan,ODI
3991,Intikhab Alam,1973-1976,4,2,0,17,10,8.50,0,0,0,Pakistan,ODI
3992,Inzamam-ul-Haq,1991-2007,375,348,52,11701,137*,39.53,10,83,20,Pakistan,ODI
3993,Iqbal Qasim,1977-1988,15,7,1,39,13,6.50,0,0,2,Pakistan,ODI
3994,Iqbal Sikander,1992-1992,4,1,1,1,1*,0,0,0,0,Pakistan,ODI
3995,Irfan Bhatti,1993-1993,1,0,0,0,0,0,0,0,0,Pakistan,ODI
3996,Irfan Fazil,2000-2000,1,1,0,15,15,15.00,0,0,0,Pakistan,ODI
3997,Jalal-ud-Din,1982-1983,8,2,0,5,5,2.50,0,0,1,Pakistan,ODI
3998,Javed Miandad,1975-1996,233,218,41,7381,119*,41.70,8,50,8,Pakistan,ODI
3999,Javed Qadeer,1995-1995,1,1,0,12,12,12.00,0,0,0,Pakistan,ODI
4000,Junaid Khan,2011-2017,66,26,13,60,25,4.61,0,0,6,Pakistan,ODI
4001,Junaid Zia,2003-2003,4,2,1,2,2*,2.00,0,0,1,Pakistan,ODI
4002,Kabir Khan,1994-2000,10,5,4,10,5,10.00,0,0,0,Pakistan,ODI
4003,Kamran Akmal,2002-2017,157,138,14,3236,124,26.09,5,10,10,Pakistan,ODI
4004,Kamran Hussain,2008-2008,2,1,1,28,28*,0,0,0,0,Pakistan,ODI
4005,Kashif Raza,2001-2001,1,1,1,2,2*,0,0,0,0,Pakistan,ODI
4006,Khalid Latif,2008-2010,5,5,0,147,64,29.40,0,1,1,Pakistan,ODI
4007,Khurram Manzoor,2008-2009,7,7,0,236,83,33.71,0,3,1,Pakistan,ODI
4008,Liaqat Ali,1977-1978,3,1,0,7,7,7.00,0,0,0,Pakistan,ODI
4009,Mahmood Hamid,1995-1995,1,1,0,1,1,1.00,0,0,0,Pakistan,ODI
4010,Majid Khan,1973-1982,23,22,1,786,109,37.42,1,7,1,Pakistan,ODI
4011,Mansoor Akhtar,1980-1990,41,35,1,593,47,17.44,0,0,1,Pakistan,ODI
4012,Mansoor Amjad,2008-2008,1,1,0,5,5,5.00,0,0,0,Pakistan,ODI
4013,Mansoor Rana,1990-1990,2,2,0,15,10,7.50,0,0,0,Pakistan,ODI
4014,Manzoor Akhtar,1997-1998,7,4,0,97,44,24.25,0,0,0,Pakistan,ODI
4015,Manzoor Elahi,1984-1995,54,46,13,741,50*,22.45,0,1,1,Pakistan,ODI
4016,Maqsood Rana,1990-1990,1,1,0,5,5,5.00,0,0,0,Pakistan,ODI
4017,Masood Iqbal,1984-1984,1,1,0,2,2,2.00,0,0,0,Pakistan,ODI
4018,Misbah-ul-Haq,2002-2015,162,149,31,5122,96*,43.40,0,42,6,Pakistan,ODI
4019,Mohammad Akram,1995-2000,23,9,7,14,7*,7.00,0,0,1,Pakistan,ODI
4020,Mohammad Amir,2009-2018,40,25,8,328,73*,19.29,0,2,4,Pakistan,ODI
4021,Mohammad Asif,2005-2010,35,16,7,34,6,3.77,0,0,3,Pakistan,ODI
4022,Mohammad Hafeez,2003-2018,200,199,13,6107,140*,32.83,11,34,17,Pakistan,ODI
4023,Mohammad Hussain,1997-1998,14,12,7,154,31*,30.80,0,0,0,Pakistan,ODI
4024,Mohammad Irfan,2010-2016,60,33,21,48,12,4.00,0,0,8,Pakistan,ODI
4025,Mohammad Khalil,2005-2005,3,1,1,0,0*,0,0,0,0,Pakistan,ODI
4026,Mohammad Nawaz,2016-2018,10,9,2,166,53,23.71,0,1,0,Pakistan,ODI
4027,Mohammad Nazir,1980-1984,4,3,3,4,2*,0,0,0,0,Pakistan,ODI
4028,Mohammad Rizwan,2015-2017,25,22,6,460,75*,28.75,0,3,0,Pakistan,ODI
4029,Mohammad Salman,2011-2011,7,3,1,22,19*,11.00,0,0,1,Pakistan,ODI
4030,Mohammad Sami,2001-2015,87,46,19,314,46,11.62,0,0,5,Pakistan,ODI
4031,Mohammad Talha,2014-2014,3,1,0,0,0,0.00,0,0,1,Pakistan,ODI
4032,Mohammad Wasim,1996-2000,25,25,2,543,76,23.60,0,3,4,Pakistan,ODI
4033,Mohammad Yousuf,1998-2010,281,267,40,9554,141*,42.08,15,62,15,Pakistan,ODI
4034,Mohammad Zahid,1996-2002,11,4,2,15,7*,7.50,0,0,0,Pakistan,ODI
4035,Mohsin Kamal,1984-1989,19,6,3,27,11*,9.00,0,0,0,Pakistan,ODI
4036,Mohsin Khan,1977-1986,75,75,5,1877,117*,26.81,2,8,3,Pakistan,ODI
4037,Moin-ul-Atiq,1988-1989,5,5,0,199,105,39.80,1,0,0,Pakistan,ODI
4038,Moin Khan,1990-2004,219,183,41,3266,72*,23.00,0,12,17,Pakistan,ODI
4039,Mudassar Nazar,1977-1989,122,115,10,2653,95,25.26,0,16,6,Pakistan,ODI
4040,Mujahid Jamshed,1997-1997,4,3,1,27,23,13.50,0,0,0,Pakistan,ODI
4041,Mushtaq Ahmed,1989-2003,144,76,34,399,34*,9.50,0,0,10,Pakistan,ODI
4042,Mushtaq Mohammad,1973-1978,10,9,3,209,55,34.83,0,1,0,Pakistan,ODI
4043,Nadeem Ghauri,1990-1990,6,3,2,14,7*,14.00,0,0,0,Pakistan,ODI
4044,Nadeem Khan,1993-1995,2,1,0,2,2,2.00,0,0,0,Pakistan,ODI
4045,Naeem Ahmed,1978-1978,1,1,1,0,0*,0,0,0,0,Pakistan,ODI
4046,Naeem Ashraf,1995-1995,2,2,1,24,16,24.00,0,0,0,Pakistan,ODI
4047,Najaf Shah,2007-2007,1,1,0,0,0,0.00,0,0,1,Pakistan,ODI
4048,Naseer Malik,1975-1975,3,1,1,0,0*,0,0,0,0,Pakistan,ODI
4049,Nasim-ul-Ghani,1973-1973,1,1,0,1,1,1.00,0,0,0,Pakistan,ODI
4050,Nasir Jamshed,2008-2015,48,48,3,1418,112,31.51,3,8,5,Pakistan,ODI
4051,Naumanullah,2008-2008,1,1,0,5,5,5.00,0,0,0,Pakistan,ODI
4052,Naved-ul-Hasan,2003-2010,74,51,18,524,33,15.87,0,0,4,Pakistan,ODI
4053,Naved Anjum,1984-1992,13,12,3,113,30,12.55,0,0,1,Pakistan,ODI
4054,Naved Latif,2001-2003,11,11,0,262,113,23.81,1,0,1,Pakistan,ODI
4055,Pervez Mir,1975-1977,3,3,1,26,18,13.00,0,0,0,Pakistan,ODI
4056,Qasim Umar,1983-1987,31,31,3,642,69,22.92,0,4,3,Pakistan,ODI
4057,Rahat Ali,2012-2016,14,7,4,8,6*,2.66,0,0,2,Pakistan,ODI
4058,Rameez Raja,1985-1997,198,197,15,5841,119*,32.09,9,31,15,Pakistan,ODI
4059,Rashid Khan,1980-1985,29,15,7,110,17,13.75,0,0,0,Pakistan,ODI
4060,Rashid Latif,1992-2003,166,117,29,1709,79,19.42,0,3,8,Pakistan,ODI
4061,Raza Hasan,2014-2014,1,1,0,0,0,0.00,0,0,1,Pakistan,ODI
4062,Rizwan-uz-Zaman,1981-1987,3,3,0,20,14,6.66,0,0,0,Pakistan,ODI
4063,Rizwan Ahmed,2008-2008,1,0,0,0,0,0,0,0,0,Pakistan,ODI
4064,Rumman Raees,2017-2018,9,4,1,27,16,9.00,0,0,1,Pakistan,ODI
4065,Saadat Ali,1984-1984,8,7,1,184,78*,30.66,0,1,0,Pakistan,ODI
4066,Saad Nasim,2015-2015,3,3,1,99,77*,49.50,0,1,1,Pakistan,ODI
4067,Sadiq Mohammad,1973-1980,19,19,1,383,74,21.27,0,2,0,Pakistan,ODI
4068,Saeed Ajmal,2008-2015,113,70,24,324,33,7.04,0,0,11,Pakistan,ODI
4069,Saeed Anwar,1989-2003,247,244,19,8824,194,39.21,20,43,15,Pakistan,ODI
4070,Saeed Azad,1995-1996,4,4,0,65,31,16.25,0,0,0,Pakistan,ODI
4071,Sajid Ali,1984-1997,13,12,0,130,28,10.83,0,0,0,Pakistan,ODI
4072,Sajjad Akbar,1990-1990,2,1,0,5,5,5.00,0,0,0,Pakistan,ODI
4073,Saleem Altaf,1973-1978,6,2,1,25,21,25.00,0,0,0,Pakistan,ODI
4074,Saleem Elahi,1995-2004,48,47,4,1579,135,36.72,4,9,3,Pakistan,ODI
4075,Saleem Jaffar,1986-1990,39,13,11,36,10*,18.00,0,0,2,Pakistan,ODI
4076,Saleem Malik,1982-1999,283,256,38,7170,102,32.88,5,47,19,Pakistan,ODI
4077,Saleem Pervez,1980-1980,1,1,0,18,18,18.00,0,0,0,Pakistan,ODI
4078,Saleem Yousuf,1982-1990,86,62,19,768,62,17.86,0,4,5,Pakistan,ODI
4079,Salman Butt,2004-2010,78,78,4,2725,136,36.82,8,14,15,Pakistan,ODI
4080,Samiullah Khan,2008-2008,2,0,0,0,0,0,0,0,0,Pakistan,ODI
4081,Sami Aslam,2015-2016,4,4,0,78,45,19.50,0,0,0,Pakistan,ODI
4082,Saqlain Mushtaq,1995-2003,169,98,38,711,37*,11.85,0,0,13,Pakistan,ODI
4083,Sarfraz Ahmed,2007-2018,85,64,13,1729,105,33.90,2,8,1,Pakistan,ODI
4084,Sarfraz Nawaz,1973-1984,45,31,8,221,34*,9.60,0,0,5,Pakistan,ODI
4085,Shabbir Ahmed,1999-2005,32,11,5,10,2,1.66,0,0,0,Pakistan,ODI
4086,Shadab Kabir,1996-1996,3,3,0,0,0,0.00,0,0,3,Pakistan,ODI
4087,Shadab Khan,2017-2018,17,7,3,206,54,51.50,0,3,1,Pakistan,ODI
4088,Shafiq Ahmed,1977-1978,3,3,0,41,29,13.66,0,0,0,Pakistan,ODI
4089,Shahid Afridi,1996-2015,393,364,27,8027,124,23.81,6,39,29,Pakistan,ODI
4090,Shahid Anwar,1996-1996,1,1,0,37,37,37.00,0,0,0,Pakistan,ODI
4091,Shahid Mahboob,1982-1984,10,6,1,119,77,23.80,0,1,1,Pakistan,ODI
4092,Shahid Nazir,1996-2000,17,8,7,25,8,25.00,0,0,0,Pakistan,ODI
4093,Shahid Saeed,1989-1993,10,10,0,141,50,14.10,0,1,0,Pakistan,ODI
4094,Shahzaib Hasan,2010-2010,3,3,0,100,50,33.33,0,1,0,Pakistan,ODI
4095,Shakeel Ahmed,1995-1995,2,2,0,61,36,30.50,0,0,0,Pakistan,ODI
4096,Shakeel Khan,1987-1987,1,1,0,0,0,0.00,0,0,1,Pakistan,ODI
4097,Sharjeel Khan,2013-2017,25,25,0,812,152,32.48,1,6,2,Pakistan,ODI
4098,Shoaib Akhtar,1998-2011,158,80,39,361,43,8.80,0,0,11,Pakistan,ODI
4099,Shoaib Malik,1999-2018,261,236,38,6975,143,35.22,9,41,13,Pakistan,ODI
4100,Shoaib Mohammad,1984-1993,63,58,6,1269,126*,24.40,1,8,8,Pakistan,ODI
4101,Sikander Bakht,1977-1989,27,11,7,31,16*,7.75,0,0,2,Pakistan,ODI
4102,Sohaib Maqsood,2013-2016,26,25,2,735,89*,31.95,0,5,1,Pakistan,ODI
4103,Sohail Fazal,1989-1989,2,2,0,56,32,28.00,0,0,0,Pakistan,ODI
4104,Sohail Khan,2008-2016,13,6,1,25,7,5.00,0,0,0,Pakistan,ODI
4105,Sohail Tanvir,2007-2014,62,40,11,399,59,13.75,0,1,3,Pakistan,ODI
4106,Tahir Naqqash,1980-1985,40,23,9,210,61,15.00,0,1,4,Pakistan,ODI
4107,Tanvir Ahmed,2011-2011,2,1,0,18,18,18.00,0,0,0,Pakistan,ODI
4108,Tanvir Mehdi,1992-1992,1,1,0,0,0,0.00,0,0,1,Pakistan,ODI
4109,Taslim Arif,1980-1980,2,2,0,28,24,14.00,0,0,0,Pakistan,ODI
4110,Taufeeq Umar,2001-2011,22,22,1,504,81*,24.00,0,3,0,Pakistan,ODI
4111,Tauseef Ahmed,1982-1990,70,25,14,116,27*,10.54,0,0,3,Pakistan,ODI
4112,Umar Akmal,2009-2017,116,105,17,3044,102*,34.59,2,20,8,Pakistan,ODI
4113,Umar Amin,2010-2018,16,16,1,271,59,18.06,0,1,0,Pakistan,ODI
4114,Umar Gul,2003-2016,130,65,18,457,39,9.72,0,0,10,Pakistan,ODI
4115,Usman Khan,2017-2017,2,0,0,0,0,0,0,0,0,Pakistan,ODI
4116,Usman Salahuddin,2011-2011,2,2,0,13,8,6.50,0,0,0,Pakistan,ODI
4117,Wahab Riaz,2008-2017,79,56,13,589,54*,13.69,0,2,12,Pakistan,ODI
4118,Wajahatullah Wasti,1999-2000,15,15,0,349,84,23.26,0,1,1,Pakistan,ODI
4119,Waqar Younis,1989-2003,262,139,45,969,37,10.30,0,0,15,Pakistan,ODI
4120,Wasim Akram,1984-2003,356,280,55,3717,86,16.52,0,6,28,Pakistan,ODI
4121,Wasim Bari,1973-1984,51,26,13,221,34,17.00,0,0,0,Pakistan,ODI
4122,Wasim Haider,1992-1992,3,2,0,26,13,13.00,0,0,0,Pakistan,ODI
4123,Wasim Raja,1973-1985,54,45,10,782,60,22.34,0,2,6,Pakistan,ODI
4124,Yasir Arafat,2000-2009,11,8,3,74,27,14.80,0,0,0,Pakistan,ODI
4125,Yasir Hameed,2003-2007,56,56,1,2028,127*,36.87,3,12,2,Pakistan,ODI
4126,Yasir Shah,2011-2016,17,9,3,102,32*,17.00,0,0,2,Pakistan,ODI
4127,Younis Ahmed,1987-1987,2,2,0,84,58,42.00,0,1,0,Pakistan,ODI
4128,Younis Khan,2000-2015,265,255,23,7249,144,31.24,7,48,22,Pakistan,ODI
4129,Zafar Gohar,2015-2015,1,1,0,15,15,15.00,0,0,0,Pakistan,ODI
4130,Zafar Iqbal,1995-1995,8,6,0,48,18,8.00,0,0,1,Pakistan,ODI
4131,Zaheer Abbas,1974-1985,62,60,6,2572,123,47.62,7,13,2,Pakistan,ODI
4132,Zahid Ahmed,1987-1987,2,2,1,3,3*,3.00,0,0,1,Pakistan,ODI
4133,Zahid Fazal,1990-1994,19,18,3,348,98*,23.20,0,2,0,Pakistan,ODI
4134,Zahoor Elahi,1996-1997,14,14,1,297,86,22.84,0,3,3,Pakistan,ODI
4135,Zakir Khan,1984-1990,17,5,4,27,11*,27.00,0,0,0,Pakistan,ODI
4136,Zulfiqar Babar,2014-2015,5,5,3,35,14*,17.50,0,0,0,Pakistan,ODI
4137,Zulqarnain,1985-1989,16,6,3,18,11*,6.00,0,0,2,Pakistan,ODI
4138,Zulqarnain Haider,2010-2010,4,4,2,48,19*,24.00,0,0,0,Pakistan,ODI
4139,KJ Abbott,2013-2016,28,13,4,76,23,8.44,0,0,1,Southafrica,ODI
4140,S Abrahams,2000-2000,1,1,1,16,16*,0,0,0,0,Southafrica,ODI
4141,PR Adams,1996-2003,24,9,5,66,33*,16.50,0,0,2,Southafrica,ODI
4142,HM Amla,2008-2018,164,161,11,7535,159,50.23,26,35,3,Southafrica,ODI
4143,AM Bacher,1997-2005,13,13,0,270,56,20.76,0,1,0,Southafrica,ODI
4144,T Bavuma,2016-2017,2,2,0,161,113,80.50,1,0,0,Southafrica,ODI
4145,F Behardien,2013-2018,59,49,14,1074,70,30.68,0,6,4,Southafrica,ODI
4146,DM Benkenstein,1998-2002,23,20,3,305,69,17.94,0,1,3,Southafrica,ODI
4147,GH Bodi,2007-2007,2,2,0,83,51,41.50,0,1,0,Southafrica,ODI
4148,N Boje,1995-2005,113,69,18,1410,129,27.64,2,4,2,Southafrica,ODI
4149,T Bosch,1992-1992,2,0,0,0,0,0,0,0,0,Southafrica,ODI
4150,LE Bosman,2006-2010,13,11,0,299,88,27.18,0,2,2,Southafrica,ODI
4151,J Botha,2005-2012,76,48,17,578,46,18.64,0,0,2,Southafrica,ODI
4152,MV Boucher,1998-2011,290,216,57,4523,147*,28.44,1,25,16,Southafrica,ODI
4153,RE Bryson,1997-1997,7,4,3,32,17*,32.00,0,0,0,Southafrica,ODI
4154,DJ Callaghan,1992-2000,29,25,6,493,169*,25.94,1,0,2,Southafrica,ODI
4155,SJ Cook,1991-1993,4,4,0,67,35,16.75,0,0,1,Southafrica,ODI
4156,WJ Cronje,1992-2000,188,175,31,5565,112,38.64,2,39,8,Southafrica,ODI
4157,DN Crookes,1994-2000,32,23,3,296,54,14.80,0,1,3,Southafrica,ODI
4158,DJ Cullinan,1993-2000,138,133,16,3860,124,32.99,3,23,10,Southafrica,ODI
4159,H Davids,2013-2013,2,2,0,8,7,4.00,0,0,0,Southafrica,ODI
4160,AC Dawson,1998-2004,19,7,4,69,23*,23.00,0,0,0,Southafrica,ODI
4161,Q de Kock,2013-2018,90,90,5,3860,178,45.41,13,15,2,Southafrica,ODI
4162,M de Lange,2012-2016,4,0,0,0,0,0,0,0,0,Southafrica,ODI
4163,AB de Villiers,2005-2018,223,213,39,9427,176,54.17,25,52,7,Southafrica,ODI
4164,PS de Villiers,1992-1997,83,36,15,170,20*,8.09,0,0,7,Southafrica,ODI
4165,HH Dippenaar,1999-2006,101,89,14,3300,125*,44.00,4,25,3,Southafrica,ODI
4166,AA Donald,1991-2003,164,40,18,95,13,4.31,0,0,12,Southafrica,ODI
4167,JP Duminy,2004-2018,184,166,37,4767,150*,36.95,4,25,7,Southafrica,ODI
4168,F du Plessis,2011-2018,117,112,14,4379,185,44.68,9,29,3,Southafrica,ODI
4169,CE Eksteen,1991-1994,6,2,2,6,6*,0,0,0,0,Southafrica,ODI
4170,D Elgar,2012-2015,6,5,1,98,42,24.50,0,0,0,Southafrica,ODI
4171,S Elworthy,1998-2002,39,16,8,100,23,12.50,0,0,3,Southafrica,ODI
4172,HH Gibbs,1996-2010,248,240,16,8094,175,36.13,21,37,22,Southafrica,ODI
4173,AJ Hall,1999-2007,88,56,13,905,81,21.04,0,3,5,Southafrica,ODI
4174,PL Harris,2008-2008,3,0,0,0,0,0,0,0,0,Southafrica,ODI
4175,M Hayward,1998-2002,21,5,1,12,4,3.00,0,0,1,Southafrica,ODI
4176,CW Henderson,2001-2001,4,0,0,0,0,0,0,0,0,Southafrica,ODI
4177,O Henry,1992-1992,3,3,1,20,11,10.00,0,0,0,Southafrica,ODI
4178,AC Hudson,1991-1997,89,88,1,2559,161,29.41,2,18,6,Southafrica,ODI
4179,Imran Tahir,2011-2018,85,28,12,128,29,8.00,0,0,4,Southafrica,ODI
4180,CA Ingram,2010-2013,31,29,3,843,124,32.42,3,3,5,Southafrica,ODI
4181,SD Jack,1994-1995,2,2,0,7,6,3.50,0,0,0,Southafrica,ODI
4182,JH Kallis,1996-2014,323,309,53,11550,139,45.11,17,86,17,Southafrica,ODI
4183,JM Kemp,2001-2007,79,60,18,1371,100*,32.64,1,9,5,Southafrica,ODI
4184,JC Kent,2002-2002,2,0,0,0,0,0,0,0,0,Southafrica,ODI
4185,G Kirsten,1993-2003,185,185,19,6798,188*,40.95,13,45,11,Southafrica,ODI
4186,PN Kirsten,1991-1994,40,40,6,1293,97,38.02,0,9,0,Southafrica,ODI
4187,H Klaasen,2018-2018,4,4,1,110,43*,36.66,0,0,0,Southafrica,ODI
4188,RK Kleinveldt,2013-2013,10,7,0,105,43,15.00,0,0,1,Southafrica,ODI
4189,L Klusener,1996-2004,171,137,50,3576,103*,41.10,2,19,13,Southafrica,ODI
4190,LJ Koen,1997-2000,5,5,0,82,28,16.40,0,0,1,Southafrica,ODI
4191,GJP Kruger,2006-2006,3,2,1,0,0*,0.00,0,0,1,Southafrica,ODI
4192,AP Kuiper,1991-1996,25,23,7,539,63*,33.68,0,3,0,Southafrica,ODI
4193,CK Langeveldt,2001-2010,72,21,10,73,12,6.63,0,0,1,Southafrica,ODI
4194,GFJ Liebenberg,1995-1998,4,4,0,94,39,23.50,0,0,0,Southafrica,ODI
4195,J Louw,2008-2008,3,1,0,23,23,23.00,0,0,0,Southafrica,ODI
4196,ND McKenzie,2000-2009,64,55,10,1688,131*,37.51,2,10,2,Southafrica,ODI
4197,R McLaren,2009-2014,54,41,15,485,71*,18.65,0,1,3,Southafrica,ODI
4198,BM McMillan,1991-1998,78,52,16,841,127,23.36,1,0,3,Southafrica,ODI
4199,KA Maharaj,2017-2017,2,0,0,0,0,0,0,0,0,Southafrica,ODI
4200,AK Markram,2017-2018,7,7,0,193,66,27.57,0,1,0,Southafrica,ODI
4201,CR Matthews,1991-1997,56,22,9,141,26,10.84,0,0,3,Southafrica,ODI
4202,DA Miller,2010-2018,105,93,27,2503,138*,37.92,4,10,8,Southafrica,ODI
4203,JA Morkel,2004-2012,56,41,10,760,97,24.51,0,2,1,Southafrica,ODI
4204,M Morkel,2007-2018,114,45,17,239,32*,8.53,0,0,9,Southafrica,ODI
4205,CH Morris,2013-2018,34,23,3,393,62,19.65,0,1,0,Southafrica,ODI
4206,PV Mpitsang,1999-1999,2,1,1,1,1*,0,0,0,0,Southafrica,ODI
4207,PWA Mulder,2017-2017,1,1,0,2,2,2.00,0,0,0,Southafrica,ODI
4208,A Nel,2001-2008,79,22,12,127,30*,12.70,0,0,2,Southafrica,ODI
4209,L Ngidi,2018-2018,4,3,2,10,6,10.00,0,0,0,Southafrica,ODI
4210,M Ntini,1998-2009,172,46,23,199,42*,8.65,0,0,9,Southafrica,ODI
4211,JL Ontong,2001-2012,27,15,2,184,32,14.15,0,0,0,Southafrica,ODI
4212,SJ Palframan,1996-1996,7,4,0,55,28,13.75,0,0,0,Southafrica,ODI
4213,WD Parnell,2009-2017,65,38,14,508,56,21.16,0,1,3,Southafrica,ODI
4214,D Paterson,2017-2017,3,0,0,0,0,0,0,0,0,Southafrica,ODI
4215,AN Petersen,2006-2013,21,19,1,504,80,28.00,0,4,0,Southafrica,ODI
4216,RJ Peterson,2002-2014,79,41,14,556,68,20.59,0,1,4,Southafrica,ODI
4217,AM Phangiso,2013-2016,21,13,2,81,20,7.36,0,0,3,Southafrica,ODI
4218,AL Phehlukwayo,2016-2018,25,15,8,225,42*,32.14,0,0,1,Southafrica,ODI
4219,VD Philander,2007-2015,30,19,7,151,30*,12.58,0,0,3,Southafrica,ODI
4220,SM Pollock,1996-2008,294,196,70,3193,90,25.34,0,13,20,Southafrica,ODI
4221,N Pothas,2000-2000,3,1,0,24,24,24.00,0,0,0,Southafrica,ODI
4222,D Pretorius,2016-2017,12,5,0,86,50,17.20,0,1,1,Southafrica,ODI
4223,AG Prince,2002-2007,49,38,11,940,89*,34.81,0,2,2,Southafrica,ODI
4224,MW Pringle,1992-1994,17,8,3,48,13*,9.60,0,0,1,Southafrica,ODI
4225,AG Puttick,2005-2005,1,1,0,0,0,0.00,0,0,1,Southafrica,ODI
4226,K Rabada,2015-2018,48,20,9,177,26,16.09,0,0,1,Southafrica,ODI
4227,JN Rhodes,1992-2003,245,220,51,5935,121,35.11,2,33,12,Southafrica,ODI
4228,CEB Rice,1991-1991,3,2,0,26,14,13.00,0,0,0,Southafrica,ODI
4229,DJ Richardson,1991-1998,122,77,33,868,53,19.72,0,1,6,Southafrica,ODI
4230,MJR Rindel,1994-1999,22,22,1,575,106,27.38,1,2,1,Southafrica,ODI
4231,RR Rossouw,2014-2016,36,35,3,1239,132,38.71,3,7,5,Southafrica,ODI
4232,JA Rudolph,2003-2006,43,37,6,1157,81,37.32,0,7,0,Southafrica,ODI
